expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic,gemini_purity_score,gemini_category_label,gemini_syntactic_or_semantic,codex_purity_score,codex_category_label,codex_syntactic_or_semantic,opus_purity_score,opus_category_label,opus_syntactic_or_semantic
E072,1942,899,unfit(6.79); receptions(6.79); ensued(6.79); relating(6.79); hostile(6.79); preparation(6.79); touchdown(6.79); touchdowns(6.51); varied(6.47); rating(6.43); Tournament(6.38); tries(6.38); order(6.25); responsible(6.21); emphasis(6.21); catches(6.21); enough(6.08); 73(6.06); carries(6.06); repaired(5.95); victory(5.90); 52(5.79); votes(5.79); needed(5.79); failure(5.79); easy(5.79); donated(5.79); available(5.79); damage(5.79); completed(5.75); going(5.69); yards(5.68); failed(5.62); recruited(5.57); importance(5.57); similar(5.57); added(5.54); compared(5.47); removed(5.47); selected(5.47); arrival(5.47); loss(5.40); laps(5.38); converted(5.38); impossible(5.38); lap(5.38); required(5.35); designed(5.35); limited(5.33); damaged(5.33),16.4,6.378,,,,6,sports metrics,semantic,7,sports outcomes,semantic,5,mixed results/nouns,mixed
E073,1404,186,"Each(7.26); This(7.26); this(7.26); That(7.07); Much(6.94); same(6.93); every(6.91); One(6.68); each(6.63); one(6.55); latter(6.43); next(6.21); Another(6.18); neither(6.09); second(5.90); another(5.85); following(5.62); fourth(5.56); similar(5.45); last(5.32); any(5.24); different(5.20); what(5.09); common(5.04); third(4.90); unknown(4.85); previous(4.83); first(4.68); single(4.37); that(4.35); per(4.09); new(3.94); such(3.60); an(3.28); 15(3.07); these(2.79); only(2.16); more(1.90); other(1.75); her(1.36); which(1.19); -(0.42); a(0.10); '(-0.77); ""(-1.03); [PAD](-1.67); the(-1.78)",88.7,3.550,,,,10,demonstratives,syntactic,9,demonstratives,syntactic,8,demonstrative/ordinal,syntactic
E074,2446,1159,stel(6.46); Prosecut(6.46); traw(6.46); Settle(6.46); skirm(6.46); Knock(6.46); float(6.46); receip(6.46); skyscrap(6.46); swear(6.46); spray(6.46); totall(6.46); screw(6.46); allot(6.46); auction(6.46); sting(6.46); treasure(6.46); dot(6.46); punt(6.46); bail(6.46); curtain(6.46); bust(6.46); sprint(6.46); cook(6.46); parking(6.46); refere(6.46); maneuver(6.46); stair(6.46); Cut(6.46); inform(6.46); tag(6.46); cot(6.46); poison(6.46); shield(6.46); petition(6.46); ticket(6.46); curve(6.46); Raid(6.46); slop(6.46); pull(6.46); blow(6.46); fly(6.46); rush(6.46); survey(6.46); pin(6.46); ugg(6.46); pursu(6.46); stitut(6.46); ranch(6.46); pit(6.46),8.2,6.663,,,,9,verb roots,semantic,1,subword fragments,syntactic,3,mixed subwords/nouns,mixed
E075,1207,771,Instead(7.48); memoirs(7.16); 1906(6.74); siege(6.48); scholars(6.48); writes(6.48); explained(6.48); countries(6.48); however(6.30); industry(6.06); Headquarters(5.89); battleships(5.89); 1998(5.74); life(5.52); stating(5.48); television(5.42); stated(5.41); possible(5.36); think(5.31); saying(5.26); series(5.14); century(5.12); past(5.06); 1970(5.06); scene(5.02); commented(4.98); Later(4.96); me(4.96); together(4.89); completed(4.86); hit(4.78); itself(4.73); him(4.68); 2010(4.67); history(4.62); words(4.61); said(4.60); states(4.48); Britain(4.44); 2006(4.36); America(4.36); 2001(4.31); death(4.26); However(4.23); Tour(4.21); country(4.16); 2012(4.16); music(4.12); built(4.09); character(4.05),21.7,6.380,,,,7,history/academic,semantic,4,mixed/unclear,mixed,5,mixed discourse/nouns,mixed
E076,3491,247,intentionally(5.95); rarely(5.95); fairly(5.53); apparently(5.53); being(5.45); similarly(5.36); are(5.31); was(5.25); therefore(5.21); is(5.14); completely(5.07); originally(4.99); Un(4.95); were(4.94); been(4.89); become(4.85); be(4.83); generally(4.78); ically(4.73); partially(4.73); un(4.68); has(4.63); getting(4.53); nearly(4.46); badly(4.36); Have(4.36); already(4.27); became(4.26); usually(4.21); often(4.20); relatively(4.18); mainly(4.14); probably(4.14); had(4.14); almost(4.07); heavily(4.04); becoming(3.95); having(3.92); never(3.91); slightly(3.86); remain(3.83); have(3.82); previously(3.81); now(3.76); mostly(3.68); not(3.65); actually(3.63); too(3.63); eventually(3.63); also(3.44),79.3,3.312,,,,9,adverbs/copula,syntactic,9,be/adverbs,syntactic,7,copula/adverbs,syntactic
E077,4248,1544,Texas(5.66); Egypt(5.66); parish(5.66); Belgium(5.66); territories(5.66); throne(5.66); franchise(5.66); website(5.66); governorship(5.66); Ethiopia(5.66); Afghanistan(5.66); Tournament(5.66); streak(5.66); Cemetery(5.66); garage(5.66); orchestra(5.66); Iraq(5.54); Portland(5.51); Senate(5.49); Speedway(5.40); Airport(5.40); Guatemala(5.40); wreckage(5.40); prison(5.38); bush(5.34); Greece(5.34); Florida(5.34); Brisbane(5.25); superstructure(5.25); France(5.25); Korea(5.25); nomination(5.25); airfield(5.25); purposes(5.25); Guard(5.25); Places(5.25); Bavaria(5.25); Auckland(5.25); Belfast(5.25); Acapulco(5.25); Asia(5.21); Europe(5.20); kingdom(5.18); Angeles(5.18); Forest(5.15); championship(5.15); 1946(5.08); Java(5.08); chart(5.08); schools(5.08),6.2,6.786,,,,9,political/geography,semantic,7,places/institutions,semantic,6,geographic/institutional,semantic
E078,3606,110,plus(5.90); Over(5.61); while(5.22); Among(5.09); and(5.09); except(4.90); although(4.85); than(4.84); perhaps(4.68); though(4.38); least(4.32); including(4.30); as(4.11); As(4.05); Though(4.03); with(3.90); where(3.70); until(3.68); but(3.55); among(3.44); includes(3.32); included(3.25); or(3.10); With(2.95); While(2.90); suffered(2.79); Although(2.58); ;(2.50); For(2.36); only(2.12); by(1.93); like(1.76); when(1.74); early(1.71); after(1.70); –(1.66); so(1.51); all(1.39); over(1.34); later(1.19); are(1.03); then(0.92); /(0.92); before(0.88); for(0.87); were(0.74); which(0.71); along(0.70); that(0.52); into(0.37),93.0,2.031,,,,10,prepositions,syntactic,9,connectives,syntactic,5,conjunctions/comparison,syntactic
E079,2431,1223,basins(6.47); offerings(6.47); springs(6.47); tickets(6.47); qualities(6.47); devices(6.47); prints(6.47); accusations(6.47); flights(6.47); improvements(6.47); items(6.47); programs(6.47); stages(6.47); techniques(6.47); forests(6.47); legislation(6.47); allegations(6.28); trails(6.28); charges(6.21); Also(6.18); roads(6.18); finishes(6.15); toms(6.15); themes(6.15); studies(6.15); duties(6.11); routes(6.11); values(6.05); raids(6.05); logs(6.05); sanctions(6.05); routines(6.05); statements(6.05); findings(6.05); activities(6.05); ards(6.05); elevations(6.05); zones(6.05); vessels(5.98); conditions(5.96); lakes(5.88); ramps(5.88); vehicles(5.88); difficulties(5.88); conflicts(5.88); events(5.79); battles(5.79); bridges(5.79); beats(5.73); steps(5.73),9.4,6.777,,,,9,plural nouns,semantic,9,plural nouns,syntactic,7,plural abstract nouns,semantic
E080,2255,426,aboard(6.58); determine(6.58); destroy(6.58); leaving(6.44); chose(6.36); considering(6.26); whether(6.16); exits(6.16); leave(6.16); likes(6.16); bypassing(5.84); wanted(5.82); how(5.73); replace(5.58); Because(5.58); want(5.39); leaves(5.36); damaging(5.36); calling(5.26); board(5.26); abandon(5.16); left(5.15); inside(4.99); within(4.95); behind(4.89); ordered(4.84); think(4.73); considered(4.63); thought(4.58); onto(4.58); in(4.43); what(4.41); believed(4.36); into(4.31); like(4.31); intended(4.26); felt(4.26); where(4.21); allowed(3.92); through(3.88); So(3.84); outside(3.84); because(3.74); see(3.64); With(3.62); making(3.41); forced(3.36); In(3.32); ating(3.21); across(3.15),47.5,3.859,,,,9,decision/movement,semantic,7,decision verbs,semantic,6,intention/movement verbs,semantic
E081,4054,1571,Tournament(5.73); maneuver(5.73); m2(5.73); Places(5.73); Guard(5.73); Disc(5.73); affiliate(5.73); governorship(5.73); cassette(5.73); kg(5.73); lb(5.73); facility(5.73); Awards(5.73); Console(5.73); Personnel(5.73); commercials(5.73); DVD(5.73); mph(5.64); km(5.60); km2(5.58); cameo(5.47); tackles(5.47); mi(5.45); mm(5.43); metres(5.35); kilometer(5.32); Emperor(5.32); Constitution(5.32); garage(5.32); Period(5.32); knots(5.32); prison(5.27); agreement(5.25); Theatre(5.22); exit(5.22); Senate(5.15); Staff(5.15); sentence(5.15); touchdown(5.15); apping(5.15); CD(5.15); Wing(5.15); album(5.15); Week(5.09); anniversary(5.05); acres(5.00); yd(5.00); throne(5.00); firm(5.00); Expressway(5.00),9.7,6.775,,,,8,technical/formal,semantic,3,mixed/unclear,mixed,4,mixed units/nouns,mixed
E082,1797,65,"!,(6.27); ((5.19); ,(4.53); ),(3.93); Although(3.17); —(3.13); between(2.70); ;(2.57); m(2.36); "",(2.11); New(1.55); from(0.88); –(0.79); in(0.33); )(0.20); for(-0.02); of(-0.07); on(-0.58); with(-0.87); as(-1.01); to(-1.66); -(-1.81); was(-2.15); .(-2.65)",97.3,1.239,,,,10,punctuation/symbols,syntactic,9,punctuation,syntactic,4,punctuation,syntactic
E083,3414,1137,wary(5.98); suspected(5.98); bulk(5.98); Register(5.98); outbreak(5.98); velocity(5.98); regardless(5.98); violation(5.98); Treaty(5.98); Player(5.98); amounts(5.98); Ministry(5.98); consisted(5.98); adaptation(5.98); ratings(5.98); unsure(5.98); pictures(5.98); consisting(5.98); possibility(5.98); consists(5.98); lack(5.98); lots(5.98); amount(5.98); radius(5.98); reign(5.98); stages(5.98); installment(5.98); convicted(5.98); reminiscent(5.98); notion(5.98); favor(5.83); remainder(5.76); southeast(5.72); phase(5.72); Battle(5.72); portion(5.66); edition(5.66); absence(5.66); proportion(5.66); aftermath(5.66); Protection(5.66); ahead(5.66); mix(5.66); demo(5.66); passage(5.66); review(5.64); majority(5.63); edge(5.62); share(5.56); tempo(5.56),9.2,6.364,,,,6,formal nouns/adj,semantic,5,abstract nouns,mixed,6,abstract quantity nouns,semantic
E084,1051,157,"Upper(7.68); Late(7.68); Old(7.68); Middle(7.68); ်(7.68); New(7.68); 譜(7.68); Early(7.51); Hot(7.46); Christmas(7.36); Cold(7.26); Another(7.13); January(6.98); Moving(6.94); April(6.73); 書(6.68); February(6.68); May(6.64); Lower(6.46); March(6.40); Supreme(6.26); [UNK](6.22); December(6.21); High(6.09); South(6.03); November(6.02); August(5.85); June(5.82); July(5.65); Second(5.59); United(5.47); September(4.91); Great(4.81); October(4.79); '(4.40); mid(4.26); In(4.06); :(4.03); North(3.11); early(3.07); along(2.90); A(2.41); -(2.23); of(0.91); in(0.75); s(-0.90); The(-1.20); ,(-1.90)",87.9,3.750,,,,8,time/place prefixes,semantic,8,time terms,semantic,6,temporal/period titles,mixed
E085,3810,1137,refer(5.82); varies(5.82); flown(5.82); retreated(5.82); belonged(5.82); manages(5.82); relating(5.82); appealed(5.82); allocated(5.82); keen(5.82); struggling(5.82); communicate(5.82); want(5.82); relation(5.82); comes(5.82); respond(5.82); referred(5.82); shifted(5.82); sailing(5.82); complained(5.82); tasked(5.82); marched(5.82); unable(5.82); refused(5.82); tried(5.82); transferred(5.82); returning(5.82); trying(5.82); looking(5.82); advanced(5.82); Due(5.82); speak(5.82); goes(5.82); contributed(5.82); charged(5.82); focused(5.82); drawn(5.82); declined(5.82); ranging(5.82); descend(5.82); struggled(5.82); confess(5.82); dressed(5.82); originated(5.82); stationed(5.82); responded(5.82); applied(5.82); adapted(5.82); sailed(5.82); learning(5.82),8.9,6.413,,,,10,relational verbs,semantic,8,action verbs,syntactic,6,action/state verbs,semantic
E086,968,75,"($(7.80); (""(7.61); ((7.50); 370(7.06); sometimes(5.68); As(5.14); [(4.43); –(4.19); /(3.81); :(3.37); ;(3.33); or(3.31); under(3.00); about(2.25); m(2.03); ,(1.65); .(1.27); by(1.04); at(-0.03); in(-0.19); ""(-0.49); as(-0.53); s(-0.78); of(-1.01); and(-1.76)",93.8,1.878,,,,8,symbols/punct,syntactic,7,brackets/punctuation,syntactic,4,parenthetical markers,syntactic
E087,5008,31,"'.""(5.43); .)(5.43); %.(5.43); .""(5.38); "".(5.38); ).(5.35); !.(5.26); .(5.17); ""(1.31); ((-0.77)",99.5,0.582,,,,10,punct clusters,syntactic,10,punctuation,syntactic,6,sentence-end punctuation,syntactic
E088,1343,496,Also(7.04); roadway(6.81); This(6.50); someone(6.33); expressway(6.33); Due(6.33); freeway(6.33); section(6.27); none(6.10); portion(6.00); getting(5.91); neither(5.74); idea(5.74); anything(5.74); get(5.65); alignment(5.59); routing(5.52); version(5.47); little(5.45); Championship(5.40); referred(5.33); So(5.33); segment(5.33); word(5.24); highway(5.23); example(5.00); remaining(5.00); others(4.93); latter(4.91); Head(4.91); change(4.91); another(4.91); scene(4.87); ever(4.80); road(4.78); area(4.76); sections(4.74); those(4.74); ultimately(4.74); still(4.61); location(4.59); but(4.58); performance(4.56); former(4.54); boat(4.52); previously(4.45); community(4.45); less(4.45); then(4.44); First(4.39),27.4,5.400,,,,7,infrastructure/discourse,mixed,7,road terms,semantic,5,discourse/reference,mixed
E089,2398,659,testified(6.49); adds(6.49); Given(6.49); ensured(6.49); insisted(6.49); remarked(6.49); hoped(6.49); commenting(6.49); discovers(6.49); realized(6.49); praising(6.49); complained(6.49); noting(6.49); ensure(6.49); explains(6.49); claiming(6.49); says(6.49); commented(6.49); argued(6.49); recalled(6.49); aware(6.49); saying(6.49); stating(6.49); stated(6.38); believing(6.37); claimed(6.37); suggested(6.34); announced(6.33); say(6.30); asserted(6.30); said(6.24); wrote(6.24); writes(6.23); concluded(6.23); praised(6.21); recommended(6.17); suggests(6.17); calling(6.17); felt(6.09); decided(6.09); remembers(6.07); asks(6.07); explained(6.07); revealed(6.07); describes(6.07); believes(6.07); hoping(6.07); suggesting(6.07); Despite(6.00); believe(6.00),22.0,5.391,,,,10,speech verbs,semantic,10,attribution verbs,semantic,8,speech/claim verbs,semantic
E090,2247,1381,shelters(6.26); documents(6.26); mechanics(6.17); productions(6.17); narrow(6.00); dismissal(5.85); proceedings(5.85); shortages(5.85); fir(5.85); nation(5.85); falls(5.58); movements(5.58); credits(5.58); sails(5.58); concerns(5.45); tower(5.45); ago(5.45); courses(5.36); places(5.36); remix(5.36); invasions(5.36); incidents(5.36); rules(5.36); rings(5.26); movement(5.26); timber(5.17); stance(5.17); Trail(5.17); homes(5.17); ves(5.17); winds(5.17); actions(5.17); corner(5.17); resources(5.17); walk(5.17); streams(5.12); grazing(5.12); stocks(5.12); closed(5.00); businesses(5.00); walls(5.00); weakened(5.00); falling(5.00); routes(5.00); Mountains(4.91); ons(4.88); plot(4.85); dancers(4.85); activity(4.85); conditions(4.85),8.5,6.990,,,,5,plural nouns,semantic,6,plural nouns,mixed,5,plural event nouns,mixed
E091,521,37,"among(5.23); with(4.30); along(3.50); through(3.50); The(3.23); the(3.00); in(2.93); ,(2.56); and(1.86); on(1.62); )(1.57); by(1.52); of(1.11); for(0.96); to(0.59)",95.2,2.244,,,,10,prepositions,syntactic,10,prepositions,syntactic,3,prepositions mixed,syntactic
E092,646,46,"an(8.31); An(7.73); National(5.32); '(1.72); ""(1.68); a(0.37); s(0.22); as(0.05); .(-0.39); the(-2.42)",93.7,1.158,,,,10,indefinite articles,syntactic,10,article an,syntactic,6,indefinite article an,syntactic
E093,2455,163,newly(6.46); been(5.99); were(5.86); was(5.83); being(5.79); partially(5.65); accidentally(5.46); heavily(5.36); increasingly(5.23); eventually(5.13); recently(5.04); be(5.00); completely(5.00); badly(4.87); finally(4.76); Un(4.72); subsequently(4.72); particularly(4.65); almost(4.58); never(4.57); immediately(4.53); rapidly(4.46); soon(4.34); initially(4.25); remained(4.17); very(4.02); also(3.94); still(3.93); originally(3.91); later(3.74); not(3.70); are(3.63); is(3.53); went(3.46); placed(3.46); now(3.40); then(3.39); again(3.36); often(3.25); dis(3.18); re(3.08); became(2.96); ly(2.62); only(2.53); de(2.52); un(2.39); t(1.38); or(1.12); -(0.06); had(-0.95),93.5,2.495,,,,10,passive markers,syntactic,9,temporal adverbs,syntactic,7,passive/adverb markers,syntactic
E094,1102,69,""";(7.61); :(7.60); ;(7.41); entitled(7.20); );(7.20); titled(6.76); –(5.79); —(5.19); although(4.44); only(3.68); ,(3.50); including(3.16); after(2.95); until(2.80); As(2.63); about(2.48); ((2.42); US(1.96); which(1.54); over(1.46); that(1.17); .(1.08); as(0.69); by(0.18); -(0.11); with(-0.17); of(-1.04); ""(-1.09); and(-1.10)",95.0,2.354,,,,8,formal punct,syntactic,8,punctuation/titles,syntactic,6,punctuation/listing,syntactic
E095,2753,97,"The(5.01); entire(4.38); ranked(4.15); the(4.06); English(3.71); N(3.46); TNA(3.16); 2011(2.92); original(2.63); New(2.10); former(2.09); their(1.76); an(1.22); its(1.09); his(1.04); s(1.04); 12(0.90); -(-0.01); )(-0.83); '(-1.26); ""(-2.00); that(-2.03); a(-2.72)",96.9,1.171,,,,6,determiners/formal,mixed,3,mixed/unclear,mixed,3,articles/determiners,mixed
E096,2888,1368,Javan(6.22); Holm(6.22); skyscrap(6.22); Calder(6.22); glam(6.22); blade(6.22); aguar(6.22); mead(6.22); Pod(6.22); dust(6.22); metro(6.22); neth(6.22); cotton(6.22); Guatemal(6.22); sham(6.22); Count(6.22); pine(6.22); eland(6.22); Indones(6.22); horn(6.22); mini(6.22); fin(6.22); fir(6.22); Maya(6.16); oak(6.13); ropol(6.10); fu(6.00); Classic(5.97); ranch(5.96); blues(5.96); lava(5.96); Bam(5.93); ali(5.93); lig(5.86); pop(5.84); Canberra(5.81); Pyramid(5.81); mercury(5.81); Wake(5.81); slop(5.81); green(5.81); Wind(5.81); haz(5.81); comb(5.81); Kok(5.76); Highland(5.74); ray(5.74); stair(5.74); sel(5.74); ack(5.71),9.7,6.768,,,,10,noun roots,semantic,2,subword/name mix,mixed,3,mixed subwords/nouns,mixed
E097,619,129,"My(7.44); Historic(7.27); Best(7.03); [UNK](6.40); No(5.64); described(5.48); placed(5.44); De(5.38); :(5.11); John(5.02); US(5.01); Route(4.85); like(4.72); named(4.57); ‑(4.57); /(4.46); Z(4.39); against(4.14); with(3.83); New(3.67); of(3.63); ).(3.35); by(3.21); .(2.46); from(2.41); )(2.32); -(2.14); The(1.68); on(1.54); for(1.52); ""(1.32); s(0.61); to(0.05); the(-2.36)",81.1,3.578,,,,5,mixed proper nouns,mixed,3,mixed/unclear,mixed,4,mixed titles/names,mixed
E098,966,350,Type(7.80); pounder(7.80); pound(7.63); torpedo(7.54); inch(6.87); aft(6.80); normal(6.58); secondary(6.22); steam(6.06); submarine(5.93); mounted(5.89); gun(5.65); fired(5.55); Her(5.48); using(5.04); main(4.88); her(4.71); shot(4.69); six(4.66); light(4.63); mm(4.59); naval(4.34); four(4.34); single(4.10); heavy(3.89); served(3.74); 15(3.60); small(3.55); long(3.53); 16(3.41); built(3.41); made(3.37); two(3.36); 12(3.15); with(3.11); 6(3.10); three(3.09); )(3.00); ed(2.97); -(2.89); 9(2.86); 4(2.69); by(2.44); only(2.29); their(2.16); of(1.98); into(1.95); at(1.71); and(1.68); 2(1.67),47.5,5.005,,,,10,naval technical,semantic,10,naval armament,semantic,8,naval/military weapons,semantic
E099,2107,882,tapes(6.68); myself(6.68); nothing(6.68); something(6.48); seemed(6.41); victim(6.35); anybody(6.26); anything(6.09); everything(6.09); someone(6.00); you(5.94); situation(5.90); herself(5.80); look(5.68); them(5.66); themselves(5.51); it(5.49); him(5.46); characters(5.45); enemies(5.45); script(5.35); audience(5.35); thing(5.26); Indians(5.26); guests(5.26); voice(5.26); lyrics(5.26); religion(5.17); appear(5.09); money(5.09); plane(5.09); idea(5.09); me(4.96); economy(4.94); SpongeBob(4.87); come(4.84); alone(4.80); act(4.77); seems(4.77); Michael(4.74); there(4.68); movie(4.68); thought(4.68); body(4.59); words(4.54); might(4.51); acting(4.51); song(4.48); ball(4.43); Turner(4.32),28.2,5.924,,,,8,indefinite/psychology,semantic,6,pronouns/indefinites,syntactic,7,narrative pronouns/nouns,semantic
