expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic
E091,4100,641,Bh(5.72); Kur(5.72); Bf(5.72); Rag(5.72); Miy(5.72); Lak(5.72); Hes(5.72); Cop(5.72); Somer(5.72); Hy(5.72); Th(5.72); Sn(5.72); Aw(5.72); Gand(5.72); Northeast(5.72); Sor(5.72); Rear(5.72); Ok(5.72); Bou(5.72); Tul(5.72); Upper(5.72); Nova(5.72); Bour(5.72); Lan(5.72); Ep(5.72); tr(5.72); CS(5.72); Grey(5.72); Lom(5.72); Ich(5.72); Lus(5.72); Des(5.72); Ne(5.72); Sy(5.72); Kw(5.72); Esk(5.72); Gu(5.72); Par(5.72); Pe(5.72); Ad(5.72); Pr(5.72); Tw(5.72); Per(5.72); Sch(5.72); Ber(5.72); Hol(5.72); Bel(5.72); Gr(5.72); Br(5.72); Tr(5.72),8.0,5.414,,,
E092,2912,6,a(6.17); A(5.45); an(5.21); An(3.65),99.9,0.494,,,
E093,3702,47,wasn(5.86); becoming(5.86); being(5.86); become(5.86); be(5.86); became(5.80); were(5.78); are(5.74); becomes(5.73); been(5.64); is(5.63); was(5.60); ve(5.32); t(4.60); re(3.39); ever(3.34); fell(3.28); can(2.94); will(2.86); come(2.80); m(2.31); s(1.97); have(1.29); en(1.20); only(1.09); am(0.96); '(0.51); had(-0.54),99.2,2.106,,,
E094,3583,918,pyramid(5.91); Raiders(5.91); colony(5.91); Constitution(5.91); layer(5.91); anniversary(5.91); Performance(5.91); monument(5.91); tomb(5.91); Mountains(5.91); Years(5.91); Tournament(5.91); Body(5.91); Theater(5.91); Museum(5.91); spirit(5.91); remnant(5.91); episode(5.91); ctorate(5.91); Letter(5.91); Challenge(5.91); blade(5.91); Offensive(5.91); Element(5.91); tongue(5.91); Holocaust(5.91); idium(5.91); massacre(5.91); Article(5.91); killings(5.91); Rules(5.91); reservation(5.91); edition(5.91); Life(5.91); Society(5.91); Committee(5.91); championship(5.91); District(5.91); department(5.91); temple(5.91); Order(5.91); governorship(5.91); emblem(5.91); monuments(5.91); installment(5.91); Reserve(5.91); Symphony(5.91); Building(5.91); constitution(5.91); Player(5.91),10.5,6.002,,,
E095,2137,926,trapping(6.66); healthcare(6.66); operatic(6.66); ceramic(6.66); Rapid(6.66); Active(6.66); hiking(6.66); Scenic(6.66); flanking(6.66); gubernatorial(6.66); Internal(6.66); sonic(6.66); salvage(6.66); Virtual(6.66); upright(6.66); Downtown(6.66); grazing(6.66); humanitarian(6.66); edible(6.66); undivided(6.66); seating(6.66); frontal(6.66); rhythmic(6.66); decorative(6.66); Emergency(6.66); nominal(6.66); amphibious(6.66); therly(6.66); eping(6.66); democratic(6.66); quantum(6.66); interim(6.66); blank(6.66); phic(6.66); maritime(6.66); primitive(6.66); retail(6.66); rolling(6.66); educational(6.66); illegal(6.66); southbound(6.66); volunteer(6.66); protective(6.66); enhance(6.66); static(6.66); basal(6.66); sacred(6.66); northbound(6.66); tennis(6.66); shopping(6.66),10.2,6.464,,,
E096,2028,277,Nationalist(6.73); gubernatorial(6.73); Māori(6.73); Khmer(6.73); Aboriginal(6.73); Rhodesian(6.73); Mongol(6.73); Malaysian(6.73); Highland(6.73); Iraqi(6.73); nationalist(6.73); Democrat(6.73); democratic(6.73); Swiss(6.73); communist(6.73); Indonesian(6.73); Ancient(6.73); Protestant(6.73); Revolutionary(6.73); Junior(6.73); indigenous(6.73); racial(6.73); itarian(6.73); Confederate(6.73); civilian(6.73); Victorian(6.73); Maya(6.73); ayan(6.73); Communist(6.73); regional(6.73); colonial(6.73); environmental(6.73); medieval(6.73); Welsh(6.73); Federal(6.73); Persian(6.73); Czech(6.73); Vietnamese(6.73); conservative(6.73); Native(6.73); imperial(6.73); ethnic(6.73); Nazi(6.73); Asian(6.73); Turkish(6.73); classical(6.73); fellow(6.73); Arab(6.73); contemporary(6.73); senior(6.73),20.0,4.576,,,
E097,1751,95,mi(6.94); inter(6.94); per(6.94); p(6.90); every(6.74); pre(6.63); par(6.60); sub(6.59); non(6.48); -(6.37); pro(6.36); br(6.21); mid(6.03); f(5.97); n(5.72); S(5.56); square(5.48); c(5.48); /(5.37); ap(5.11); co(5.00); con(4.94); each(4.91); dis(4.89); g(4.76); op(4.62); en(4.40); l(4.39); m(4.23); le(4.02); t(3.61); M(3.45); long(3.41); th(3.18); any(3.11); de(3.00); un(2.87); early(2.75); than(2.68); all(2.43); end(2.42); '(2.20); –(2.05); the(1.12); 1(1.03); his(-0.01); a(-0.07); s(-0.63); .(-2.61),96.5,2.543,,,
E098,2798,1343,Faire(6.27); vassal(6.27); rabbit(6.27); nav(6.27); chick(6.27); Knights(6.27); brush(6.27); seal(6.27); flav(6.27); quantum(6.27); bush(6.27); Brother(6.27); refugees(6.27); Europeans(6.27); Mongol(6.27); acre(6.27); insur(6.27); kilometres(6.27); yd(6.27); toler(6.27); Attorney(6.27); consult(6.27); km2(6.27); acres(6.27); Chino(6.27); bayon(6.27); sensu(6.27); liquor(6.27); Commanding(6.27); Compos(6.27); Mongols(6.27); skirm(6.27); Wigg(6.27); receip(6.27); ambulance(6.27); Knock(6.27); Settle(6.27); Aboriginal(6.27); Officials(6.27); skyscrap(6.27); Destroyer(6.27); Reconstruction(6.27); moul(6.27); aller(6.27); Administr(6.27); Investig(6.27); Cherokee(6.27); envoys(6.27); Viscount(6.27); Javan(6.27),11.4,6.773,,,
E099,2439,849,interest(6.47); ability(6.47); pain(6.47); errors(6.47); darkness(6.47); disappointment(6.47); fees(6.47); integration(6.47); enthusiasm(6.47); discrimination(6.47); violation(6.47); parallels(6.47); relation(6.47); lack(6.47); respect(6.47); damage(6.47); love(6.47); threat(6.47); reason(6.47); confusion(6.47); reactions(6.47); chemistry(6.47); speculation(6.47); commitment(6.47); revenge(6.47); consequence(6.47); qualities(6.47); outcome(6.47); acceptance(6.47); opinions(6.47); preparations(6.47); delight(6.47); interference(6.47); fortune(6.47); notice(6.47); shift(6.47); doubt(6.47); behaviour(6.47); danger(6.47); trouble(6.47); improvements(6.47); emphasis(6.47); proportion(6.47); humor(6.47); contribution(6.47); confidence(6.47); opportunities(6.47); aftermath(6.47); concern(6.47); money(6.47),10.8,6.284,,,
E100,12362,138,why(4.12); tells(4.12); how(4.12); whose(4.12); whether(4.12); what(4.12); whom(3.97); saying(3.96); who(3.92); because(3.91); Such(3.90); Because(3.86); said(3.79); that(3.76); where(3.73); ensure(3.71); regarding(3.71); believed(3.64); believe(3.64); says(3.61); if(3.51); stating(3.50); What(3.39); Since(3.35); having(3.32); felt(3.29); thought(3.12); meaning(3.12); about(3.04); believing(3.01); claiming(2.86); when(2.46); have(2.08); which(2.07); causing(1.90); due(1.89); %(1.89); When(1.80); [PAD](1.70); caused(1.46); like(1.40); stated(1.05); until(1.05); those(0.95); called(0.89); described(0.84); we(0.62); they(-0.09); than(-0.14); such(-0.54),98.5,0.918,,,
E101,2645,585,"Trenton(6.35); Rabaul(6.35); Baghdad(6.35); Auckland(6.35); Paula(6.35); Malaya(6.35); Charleston(6.35); Sally(6.35); Lindsay(6.35); Belfast(6.35); Florence(6.35); Vancouver(6.35); Ontario(6.35); Kansas(6.35); Queensland(6.35); Beijing(6.35); Wisconsin(6.35); Springfield(6.35); Brisbane(6.35); Petersburg(6.35); Memphis(6.35); Santa(6.35); California(6.35); Pennsylvania(6.35); Victoria(6.35); HMS(6.35); Mount(6.35); 1977(6.35); Bristol(6.35); Suez(6.35); Norfolk(6.35); Missouri(6.35); Tennessee(6.35); Louisiana(6.35); .'(6.35); Warren(6.35); Portland(6.35); '.""(6.35); Guadalcanal(6.35); Newark(6.35); Delaware(6.35); Birmingham(6.35); Halifax(6.35); ...""(6.35); Alabama(6.35); Florida(6.35); Riverside(6.35); HMAS(6.35); Coral(6.35); Ottawa(6.35)",14.0,5.433,,,
E102,2557,10,"nor(6.07); and(5.75); or(5.51); ;(0.79); ,(-2.54); .(-3.38)",99.8,0.272,,,
E103,3317,35,The(5.90); His(5.23); Their(4.61); the(3.77); That(3.61); each(2.53); some(2.50); those(2.44); there(2.44); his(1.77); This(1.02); A(1.01); they(0.92); this(0.67); their(0.38); her(0.12); one(0.02); an(-0.72); a(-1.73); s(-2.55),99.5,0.954,,,
E104,2405,754,discourse(6.49); plea(6.49); apology(6.49); sentiments(6.49); advertisement(6.49); polls(6.49); Census(6.49); memoirs(6.49); complaint(6.49); resemblance(6.49); portraits(6.49); accusations(6.49); notion(6.49); findings(6.49); Historian(6.49); testimony(6.49); opinions(6.49); essay(6.49); allegations(6.49); scenario(6.49); dispute(6.49); perspective(6.49); panel(6.49); notice(6.49); writings(6.49); census(6.49); speculation(6.49); verses(6.49); statements(6.49); texts(6.49); interpretation(6.49); publications(6.49); commentary(6.49); pictures(6.49); talks(6.49); estimates(6.49); productions(6.49); opinion(6.49); statement(6.49); raid(6.49); composition(6.49); survey(6.49); message(6.49); proposal(6.49); debate(6.49); conclusion(6.49); credit(6.49); arrangement(6.49); stance(6.49); adaptation(6.49),8.9,6.019,,,
E105,2427,150,behind(6.47); outside(6.47); ahead(6.47); amongst(6.47); underneath(6.47); topped(6.47); beneath(6.47); below(6.47); above(6.47); throughout(6.47); opposite(6.47); inside(6.47); alongside(6.47); Throughout(6.47); aboard(6.47); onto(6.47); beyond(6.47); surrounding(6.47); among(6.47); across(6.44); within(6.29); facing(6.21); bypassing(6.15); versus(6.06); past(5.93); around(5.76); southeast(5.69); bottom(5.66); near(5.50); against(5.45); under(5.32); southwest(5.25); supporting(5.25); off(5.16); wide(4.89); of(4.86); east(4.86); between(4.58); south(4.27); cross(4.25); towards(4.15); western(3.95); forward(3.74); upon(3.60); eastern(3.47); west(3.41); end(3.41); from(3.41); along(3.39); like(3.33),88.4,2.579,,,
E106,2285,545,governorship(6.56); healthcare(6.56); motivation(6.56); bail(6.56); aims(6.56); assassination(6.56); employment(6.56); founding(6.56); ruling(6.56); objective(6.56); confidence(6.56); task(6.56); desire(6.56); responsibility(6.56); memory(6.56); throne(6.56); maintenance(6.56); possession(6.56); purposes(6.56); truth(6.56); fear(6.56); moral(6.56); criminal(6.56); penalty(6.56); rule(6.56); murder(6.56); policy(6.56); reign(6.56); mind(6.56); leadership(6.56); advantage(6.56); purpose(6.56); authority(6.56); management(6.56); security(6.56); youth(6.56); safety(6.56); crown(6.56); importance(6.56); dream(6.56); principal(6.56); freedom(6.56); identity(6.56); condition(6.56); focus(6.56); property(6.56); influence(6.56); business(6.56); cause(6.56); term(6.56),17.3,5.680,,,
E107,1143,104,lots(7.56); anywhere(7.56); hundreds(7.56); thousands(7.56); none(7.56); Many(7.56); Several(7.56); nothing(7.56); numerous(7.56); some(7.56); several(7.56); many(7.56); various(7.56); few(7.56); Some(7.56); certain(7.56); any(7.56); Most(7.46); no(7.43); little(7.27); Much(7.24); multiple(7.14); much(7.08); considerable(6.88); most(6.84); other(6.75); all(6.50); anything(6.39); More(6.34); neither(5.97); one(5.96); least(5.78); One(5.13); only(5.05); large(5.02); 17(4.42); those(4.39); both(4.35); No(4.17); small(4.05); more(3.79); 19(3.68); 000(3.54); 15(3.36); 20(3.34); 16(3.17); well(2.71); about(2.01),93.5,3.452,,,
E108,3320,11,",(4.93); ),(4.61); "",(1.49); who(0.67); ((-0.91)",99.7,0.156,,,
E109,2530,873,decorated(6.41); dedicated(6.41); extensive(6.41); capable(6.41); known(6.41); similar(6.41); important(6.41); significant(6.41); common(6.41); brief(6.41); rare(6.41); prominent(6.41); famous(6.41); normal(6.41); varies(6.41); confused(6.41); celebrity(6.41); extraordinary(6.41); sacred(6.41); reminiscent(6.41); edible(6.41); reclassified(6.41); disastrous(6.41); undefeated(6.41); nominal(6.41); exaggerated(6.41); aligned(6.41); enduring(6.41); headquartered(6.41); colorful(6.41); obvious(6.41); essential(6.41); ranging(6.41); ongoing(6.41); concentrated(6.41); vital(6.41); allied(6.41); hostile(6.41); stronger(6.41); varied(6.41); continuous(6.41); valuable(6.41); notable(6.41); existing(6.41); classified(6.41); equivalent(6.41); controversial(6.41); superior(6.41); beautiful(6.41); frequent(6.41),14.9,6.230,,,
E110,2081,423,resume(6.69); submit(6.69); cease(6.69); hears(6.69); proceeded(6.69); pull(6.69); couldn(6.69); staying(6.69); wasn(6.69); wait(6.69); goes(6.69); getting(6.69); send(6.69); trying(6.69); continues(6.69); ils(6.69); hear(6.69); didn(6.69); gets(6.69); fled(6.69); gone(6.69); lay(6.69); roll(6.69); continue(6.69); want(6.69); aren(6.69); went(6.69); refer(6.69); take(6.69); come(6.69); let(6.69); got(6.69); must(6.69); get(6.69); try(6.69); go(6.69); ran(6.69); ve(6.69); add(6.69); put(6.69); turned(6.69); going(6.69); commit(6.69); comes(6.69); turns(6.63); moved(6.61); gain(6.59); hand(6.56); turning(6.56); pay(6.54),31.4,5.385,,,
E111,1383,184,thick(7.28); fore(7.28); pre(7.28); short(7.28); wide(7.28); late(7.28); broad(7.28); brief(7.28); early(7.28); ex(7.28); ill(7.28); higher(7.28); full(7.28); old(7.28); fast(7.28); upper(7.28); deep(7.28); shallow(7.28); tall(7.28); mini(7.28); semi(7.28); rapid(7.28); multi(7.28); tight(7.28); self(7.28); fl(7.28); low(7.28); high(7.28); long(7.28); lower(7.28); quick(7.28); slow(7.28); mid(7.28); big(7.09); High(7.02); narrow(7.02); re(7.02); br(6.96); wider(6.87); hot(6.87); strong(6.79); loud(6.70); r(6.68); large(6.64); dry(6.61); Long(6.61); co(6.59); inter(6.58); widely(6.55); non(6.52),64.4,4.269,,,
E112,1531,31,"‑(7.14); -(7.14); ch(4.40); de(3.61); G(2.91); .(1.97); '(1.78); –(1.02); ""(-1.57); and(-2.74)",98.4,0.761,,,
E113,1485,54,"""),(7.18); );(7.18); "";(7.18); ,""(7.18); "")(7.18); ),(7.18); –(7.17); )(7.17); —(7.17); :(7.16); "",(7.15); !,(6.54); .)(6.18); /(5.86); ;(5.43); led(3.30); against(2.66); ""(1.98); -(1.34); was(-1.46); ,(-2.11)",97.2,2.400,,,
E114,3727,16,""").(5.85); !.(5.68); %.(5.44); '.(5.44); ).(5.43); .(5.23); "".(5.17); .""(4.81)",99.8,0.420,,,
E115,1965,74,"‘(6.78); “(6.36); ’(6.04); such(5.99); Its(5.97); ""(5.97); our(5.90); ](5.90); my(5.83); this(5.50); [(5.41); '(5.26); either(5.04); each(4.45); these(4.30); both(4.21); late(4.16); very(4.11); well(4.02); his(3.94); so(3.80); its(3.68); Route(3.50); National(3.13); ((2.99); de(2.84); part(2.79); -(2.79); I(2.61); her(2.61); long(2.50); only(2.49); back(2.43); most(2.06); This(1.78); one(1.58); their(1.13); :(1.12); The(0.78); s(0.62); it(-0.04); a(-0.16); the(-0.76); that(-0.81)",98.0,2.446,,,
E116,1586,256,VHS(7.09); installment(7.09); remix(7.09); manga(7.09); serial(7.09); anime(7.09); demo(7.09); picture(7.09); documentary(7.09); adaptation(7.09); theme(7.09); albums(7.09); movie(7.09); DVD(7.09); animated(7.09); sequel(7.09); soundtrack(7.09); drama(7.09); album(7.09); film(7.09); video(7.09); episode(7.09); episodes(7.09); song(7.08); films(6.99); comedy(6.99); novel(6.95); title(6.92); opera(6.92); songs(6.86); singles(6.82); publication(6.82); concert(6.81); debut(6.80); band(6.78); series(6.77); script(6.76); opener(6.76); book(6.73); broadcast(6.72); poster(6.67); productions(6.67); story(6.67); composition(6.67); titles(6.67); tracks(6.63); sequence(6.63); character(6.58); PPV(6.50); article(6.50),55.5,4.523,,,
E117,4784,22,"!,(5.49); ""),(5.49); "",(5.43); "")(5.17); ,""(4.94); ),(4.93); ,(4.85); —(3.68); )(1.74); where(1.29); ;(0.38)",99.7,0.425,,,
E118,3641,1153,met(5.89); enrolled(5.89); qualify(5.89); communicate(5.89); relieve(5.89); utilized(5.89); waited(5.89); rented(5.89); upheld(5.89); served(5.89); represent(5.89); meet(5.89); maintain(5.89); establish(5.89); discover(5.89); attended(5.89); serve(5.89); founded(5.89); proclaimed(5.89); participating(5.89); staying(5.89); undertook(5.89); manages(5.89); appealed(5.89); accept(5.89); serving(5.89); attend(5.89); operated(5.89); chose(5.89); engaged(5.89); employed(5.89); hired(5.89); involve(5.89); investigate(5.89); toured(5.89); intersects(5.89); praising(5.89); operates(5.89); approached(5.89); succeeded(5.89); settled(5.89); recalled(5.89); hosted(5.89); operate(5.89); serves(5.89); joining(5.89); spoke(5.89); learn(5.89); starred(5.89); meets(5.89),9.0,6.516,,,
E119,1816,525,ceramic(6.89); chalk(6.89); Aboriginal(6.89); toe(6.89); yellowish(6.89); spray(6.89); dot(6.89); oak(6.89); basal(6.89); reddish(6.89); trench(6.89); slop(6.89); dust(6.89); powder(6.89); colored(6.89); timber(6.89); cotton(6.89); brush(6.89); wine(6.89); window(6.89); soft(6.89); brick(6.89); altar(6.89); plain(6.89); concrete(6.89); smooth(6.89); Blu(6.89); blues(6.89); blind(6.89); gray(6.89); sharp(6.89); wire(6.89); sq(6.89); pale(6.89); wooden(6.89); pine(6.89); sand(6.89); piano(6.89); brown(6.89); narrow(6.89); flat(6.89); shaped(6.89); paint(6.89); tall(6.89); mud(6.89); snow(6.89); acre(6.89); rub(6.89); painted(6.89); horn(6.89),15.5,5.638,,,
E120,2125,454,830(6.66); 1840s(6.66); 1796(6.66); 1906(6.66); 1819(6.66); 1804(6.66); 1797(6.66); Bangladesh(6.66); 1832(6.66); 1799(6.66); 1798(6.66); Places(6.66); 1880s(6.66); 1860(6.66); 1884(6.66); 1892(6.66); 1870(6.66); 1888(6.66); 1885(6.66); 1889(6.66); 1901(6.66); 1893(6.66); 1903(6.66); 1899(6.66); 1894(6.66); 1890(6.66); 1934(6.66); 1925(6.66); 1928(6.66); 1920s(6.66); 1923(6.66); 1908(6.66); 1909(6.66); 1907(6.66); 1904(6.66); 1976(6.66); 1973(6.66); 1948(6.66); 1960(6.66); 1981(6.66); 1917(6.66); 1946(6.66); 1956(6.66); 1916(6.66); 1932(6.66); 1911(6.66); 1929(6.66); 1926(6.66); 1900(6.66); 1913(6.66),12.6,5.628,,,
E121,1529,95,till(7.14); Until(7.14); Upon(7.14); Shortly(7.14); Following(7.14); Since(7.14); Before(7.14); Despite(7.14); despite(7.14); before(7.14); After(7.14); During(7.14); since(7.14); without(7.14); upon(7.14); until(7.14); after(7.14); during(7.13); When(7.10); when(7.07); By(6.85); following(6.61); Under(6.55); throughout(6.53); shortly(6.22); Prior(6.14); afterwards(6.14); prior(5.97); Throughout(5.97); though(5.20); although(4.84); On(4.71); won(4.23); while(4.12); than(4.10); through(4.06); near(3.05); around(2.85); about(2.82); In(2.52); but(1.52); by(1.08); at(-0.27); on(-0.61); to(-0.62); from(-0.63); as(-1.19),95.8,3.312,,,
E122,1496,40,She(7.17); He(7.17); who(7.17); he(7.13); They(7.11); she(7.03); I(6.66); whom(6.66); we(6.61); There(6.43); there(6.20); they(6.15); We(6.05); may(4.80); how(4.42); had(3.27); what(3.26); having(3.14); also(3.01); then(2.78); It(2.45); well(2.32); US(2.25); which(2.22); that(1.07); )(0.78); it(0.35),98.9,2.519,,,
E123,6684,103,"′(5.01); ‑(5.01); ‘(5.01); /(5.01); ½(5.01); ’(5.01); ($(5.01); '(4.92); &(4.87); !(4.77); versus(4.60); [(4.23); Big(3.87); ](3.67); 2(3.57); ((3.53); $(3.51); 0(3.48); 1(3.24); inch(2.94); –(2.86); per(2.84); tropical(2.79); :(2.73); 5(2.60); km(2.56); Route(2.53); 75(2.51); 38(2.35); 6(2.31); 4(2.22); 3(2.19); V(2.10); No(2.03); -(1.55); 9(1.49); if(1.49); [PAD](1.27); 7(1.19); able(0.74); 8(0.73); ""(0.63); t(-0.06); A(-0.58); .(-0.61); )(-0.89); s(-1.83)",99.0,1.573,,,
E124,1734,524,serialized(6.96); Described(6.96); remixed(6.96); lauded(6.96); appreciated(6.96); weighed(6.96); compiled(6.96); grossing(6.96); measured(6.96); starring(6.96); attained(6.96); animated(6.96); generated(6.96); premiere(6.96); starred(6.96); earning(6.96); sell(6.96); performed(6.96); earned(6.96); broadcast(6.96); scored(6.96); ranked(6.96); mixed(6.96); aired(6.96); selling(6.96); conducted(6.96); peaked(6.96); achieved(6.96); filmed(6.96); performing(6.96); receiving(6.96); watched(6.96); received(6.96); produced(6.96); featured(6.91); published(6.89); directed(6.85); released(6.84); experienced(6.81); perform(6.79); viewed(6.76); recorded(6.75); receive(6.73); written(6.71); produce(6.69); rated(6.67); issued(6.67); conceived(6.64); featuring(6.64); acquired(6.64),30.4,5.660,,,
E125,3456,3,the(4.58); The(-0.33),100.0,0.035,,,
E126,2687,352,rebuilding(6.33); distinguish(6.33); Using(6.33); removing(6.33); construct(6.33); adapt(6.33); praising(6.33); extract(6.33); replacing(6.33); remove(6.33); involving(6.33); watching(6.33); hearing(6.33); seeing(6.33); purchase(6.33); ify(6.33); creating(6.33); filming(6.33); containing(6.33); replace(6.33); reading(6.33); use(6.33); using(6.33); destroy(6.33); create(6.33); featuring(6.17); capturing(6.16); learning(6.06); produce(6.06); lack(6.05); recording(6.04); uses(6.00); testing(6.00); raise(5.91); conduct(5.84); developing(5.74); develop(5.74); build(5.74); producing(5.59); favor(5.59); respect(5.59); reach(5.55); play(5.52); ize(5.52); listing(5.52); promote(5.33); shooting(5.33); study(5.33); address(5.10); playing(4.97),13.1,3.418,,,
E127,1041,18,as(7.69); As(5.18); than(4.75); have(3.41); into(1.43); with(-0.09); to(-1.55),98.6,0.419,,,
E128,3910,713,Army(5.78); Raiders(5.78); NZ(5.78); Hercules(5.78); Squadron(5.78); Bomber(5.78); RAN(5.78); Destroyer(5.78); Anzac(5.78); Commando(5.78); OM(5.78); Navy(5.78); Party(5.78); Union(5.78); Force(5.78); Offensive(5.78); Divisions(5.78); AIF(5.78); contingent(5.78); DOT(5.78); Moresby(5.78); USS(5.78); DD(5.78); RF(5.78); MCA(5.78); Support(5.78); Armoured(5.78); RAR(5.78); Squadrons(5.78); Rifles(5.78); Personnel(5.78); RA(5.78); Group(5.78); Corps(5.78); Command(5.78); SA(5.78); Task(5.78); Artillery(5.78); Leader(5.78); CN(5.78); Engineers(5.78); detachment(5.78); platoon(5.78); CH(5.78); Headquarters(5.78); Henderson(5.78); CT(5.78); FE(5.78); Body(5.78); Admiralty(5.78),12.8,5.734,,,
E129,1981,245,truncated(6.77); Returning(6.77); farther(6.77); flee(6.77); retreated(6.77); eastward(6.77); shifted(6.77); withdrawn(6.77); sailed(6.77); westward(6.77); forth(6.77); arrive(6.77); travelled(6.77); traveled(6.77); retreat(6.77); departed(6.77); dating(6.77); closer(6.77); withdraw(6.77); returning(6.77); yellow(6.77); straight(6.77); gone(6.77); returns(6.77); heads(6.77); away(6.77); home(6.77); moved(6.77); moving(6.77); return(6.77); back(6.77); down(6.77); returned(6.77); forward(6.77); extended(6.77); leave(6.77); north(6.75); east(6.71); off(6.68); south(6.67); transferred(6.66); attention(6.63); front(6.60); leaves(6.54); west(6.54); left(6.52); out(6.50); up(6.45); escape(6.44); fled(6.44),62.9,4.425,,,
E130,3252,344,pec(6.05); lots(6.05); fairly(6.05); pretty(6.05); sn(6.05); multi(6.05); vice(6.05); already(6.05); sh(6.05); gr(6.05); well(6.05); no(6.02); f(5.99); st(5.97); 36(5.93); w(5.92); 34(5.90); 60(5.89); badly(5.88); 58(5.87); h(5.86); 18(5.85); non(5.84); 13(5.84); bl(5.83); 52(5.79); 67(5.79); 88(5.79); 10(5.73); 98(5.73); 65(5.73); 42(5.73); 70(5.71); 38(5.71); 57(5.70); em(5.69); 24(5.68); c(5.68); l(5.67); double(5.64); 59(5.64); 61(5.64); 43(5.64); 20(5.64); 54(5.64); 30(5.62); 80(5.61); 64(5.59); 23(5.58); 49(5.58),30.1,5.022,,,
E131,1076,60,sk(7.65); st(7.65); tr(7.65); em(7.65); pr(7.65); b(7.65); c(7.65); j(7.65); h(7.65); ch(7.65); r(7.65); w(7.65); th(7.65); g(7.65); f(7.65); n(7.65); p(7.65); k(7.65); l(7.65); m(7.53); v(7.49); sh(7.40); d(7.39); dr(7.23); e(7.22); sw(6.75); t(6.74); z(6.19); ak(6.10); lig(6.06); de(5.58); ph(5.32); i(4.56); y(4.10); N(2.35); s(1.07); .(-3.13),97.4,3.313,,,
E132,3649,35,as(5.86); to(5.39); than(4.87); with(4.65); like(3.86); without(3.18); rather(2.95); into(2.79); t(1.23); –(0.99); /(0.90); have(0.73); by(-0.17); after(-0.20); ((-1.31); for(-2.26),99.3,1.164,,,
E133,3737,1437,clear(5.85); alter(5.85); merge(5.85); restoring(5.85); exits(5.85); undefeated(5.85); overthrow(5.85); furious(5.85); rerouted(5.85); clashed(5.85); obey(5.85); unsure(5.85); repulsed(5.85); invalid(5.85); backstage(5.85); dismantled(5.85); commit(5.85); routed(5.85); jealous(5.85); resume(5.85); echoed(5.85); ensued(5.85); concurrently(5.85); obscure(5.85); underway(5.85); upheld(5.85); progresses(5.85); prevent(5.85); ening(5.85); changed(5.85); prior(5.85); closed(5.85); expand(5.85); investigated(5.85); slowed(5.85); realize(5.85); enhance(5.85); stopping(5.85); evacuate(5.85); unwilling(5.85); concentrate(5.85); concurrent(5.85); sealed(5.85); relieve(5.85); improve(5.85); abandon(5.85); reduced(5.85); aware(5.85); accept(5.85); withdraw(5.85),6.4,6.761,,,
E134,1069,41,Having(7.66); had(7.66); having(7.66); has(7.66); have(7.66); ve(6.99); give(6.07); make(4.79); since(4.60); gave(4.24); led(3.36); could(2.88); only(2.88); being(2.70); including(2.47); also(2.01); ((-0.28); with(-0.54); to(-1.32),97.4,1.654,,,
E135,1956,749,stocks(6.78); teachings(6.78); dismissal(6.78); elimination(6.78); timing(6.78); criteria(6.78); density(6.78); identification(6.78); integration(6.78); imagery(6.78); suspension(6.78); charges(6.78); pattern(6.78); arrangement(6.78); scheme(6.78); technique(6.78); choice(6.78); behavior(6.78); circulation(6.78); application(6.78); treatment(6.78); ulation(6.78); pressure(6.78); concept(6.78); case(6.70); pitch(6.65); rate(6.61); orders(6.61); formation(6.58); sentence(6.52); decision(6.48); construction(6.48); conditions(6.46); intensity(6.46); passage(6.46); absence(6.46); flow(6.46); proceedings(6.46); shortages(6.46); effects(6.44); reaction(6.44); design(6.42); size(6.40); introduction(6.40); floor(6.38); generation(6.37); layer(6.37); motion(6.37); methods(6.37); Construction(6.37),18.3,6.188,,,
E136,1945,478,colorful(6.79); believable(6.79); enduring(6.79); sheer(6.79); stupid(6.79); disastrous(6.79); brutal(6.79); desperate(6.79); wonderful(6.79); cheap(6.79); extraordinary(6.79); keen(6.79); enthusiastic(6.79); soft(6.79); remarkable(6.79); overwhelming(6.79); modest(6.79); intermediate(6.79); easier(6.79); legitimate(6.79); favourite(6.79); valuable(6.79); unexpected(6.79); ultimate(6.79); sad(6.79); vital(6.79); stronger(6.79); funny(6.79); strongest(6.79); fastest(6.79); false(6.79); essential(6.79); sharp(6.79); dominant(6.79); wider(6.79); ideal(6.79); vast(6.79); interesting(6.79); wrong(6.79); immediate(6.79); favorite(6.79); huge(6.79); beautiful(6.79); suitable(6.79); easy(6.79); great(6.79); particular(6.79); rough(6.79); grand(6.79); whole(6.79),12.5,5.455,,,
