expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic,gemini_purity_score,gemini_category_label,gemini_syntactic_or_semantic,codex_purity_score,codex_category_label,codex_syntactic_or_semantic,opus_purity_score,opus_category_label,opus_syntactic_or_semantic
E083,3356,887,prosecutors(6.00); Divisions(6.00); Reviewers(6.00); transports(6.00); members(6.00); attackers(6.00); hunters(6.00); brigades(6.00); crowds(6.00); ators(6.00); rulers(6.00); Officials(6.00); forwards(6.00); sailors(6.00); witnesses(6.00); submarines(6.00); regiments(6.00); refugees(6.00); writers(6.00); veterans(6.00); Turks(6.00); helicopters(6.00); ancestors(6.00); observers(6.00); companies(6.00); officers(6.00); soldiers(6.00); students(6.00); wrestlers(6.00); officials(6.00); composers(6.00); defenders(6.00); engineers(6.00); Republicans(6.00); planes(6.00); civilians(6.00); followers(6.00); bands(6.00); developers(6.00); dancers(6.00); vehicles(6.00); leaders(6.00); workers(6.00); residents(6.00); artists(6.00); palaces(6.00); garrisons(6.00); remnants(6.00); advisors(6.00); scouts(6.00),12.2,6.002,,,,9,plural nouns/people,semantic,8,group nouns,semantic,7,people groups plural,syntactic
E084,4283,355,Eight(5.65); Several(5.65); Each(5.65); Further(5.65); Also(5.65); Many(5.65); Another(5.65); Other(5.58); Both(5.55); Some(5.54); Later(5.52); Two(5.47); Most(5.45); One(5.42); Four(5.41); Much(5.33); Not(5.33); Construction(5.24); Prom(5.24); Ex(5.07); About(5.07); There(5.03); Three(5.02); What(4.92); Head(4.90); More(4.85); Among(4.85); Her(4.75); Finally(4.65); Early(4.65); most(4.61); Six(4.52); many(4.48); That(4.46); Key(4.43); none(4.43); some(4.36); Meanwhile(4.33); Five(4.19); last(4.18); All(3.99); much(3.92); next(3.92); Far(3.92); one(3.82); main(3.73); Where(3.73); An(3.68); This(3.65); following(3.65),15.9,2.628,,,,8,quantifiers/determiners,syntactic,8,quantifier words,syntactic,6,sentence-initial words,syntactic
E085,2342,73,",""(6.40); ...(6.34); "";(6.30); );(6.11); ;(6.07); [...](6.01); ""...(5.79); "",(5.26); —(4.87); !,(4.72); –(4.44); !(4.41); :(4.33); ,(4.30); saying(4.30); as(4.24); [(4.15); think(3.94); ](3.80); ),(3.48); like(3.38); because(3.20); if(3.00); than(2.49); such(2.28); ((2.25); ""(2.07); only(1.43); but(-0.10); which(-0.13); )(-0.60); -(-1.46); .(-3.03)",98.0,1.703,,,,9,punctuation/conjunctions,syntactic,8,punctuation mix,syntactic,5,punctuation/quoting,syntactic
E086,3187,987,allowing(6.08); sought(6.08); tasked(6.08); allow(6.08); suited(6.08); belonged(6.08); manages(6.08); relied(6.08); relating(6.08); appealed(6.08); disliked(6.08); demanding(6.08); keen(6.08); qualify(6.08); submit(6.08); refer(6.08); want(6.08); varies(6.08); connects(6.08); prompting(6.08); extending(6.08); praising(6.08); According(6.08); preparing(6.08); hoping(6.08); threatening(6.08); complained(6.08); commenting(6.08); according(6.08); respond(6.08); compared(6.08); commented(6.08); refused(6.08); prepare(6.08); asked(6.08); commit(6.08); insisted(6.08); remarked(6.08); struggled(6.08); considering(6.08); tried(6.08); advised(6.08); managed(6.08); responsible(6.08); tells(6.08); argued(6.08); trying(6.08); pursu(6.08); chose(6.08); adapt(6.08),11.1,6.283,,,,10,verbs,syntactic,8,communication verbs,syntactic,6,reporting/trying verbs,syntactic
E087,3536,1276,Mil(5.93); Faire(5.93); Carol(5.93); Haw(5.93); Oh(5.93); Eich(5.93); Chun(5.93); Carac(5.93); Mackin(5.93); Trey(5.93); Sakura(5.93); Myc(5.93); Lus(5.93); Holm(5.93); Wilson(5.93); Corn(5.93); Taylor(5.93); Alexander(5.93); Miller(5.93); Kim(5.93); Kong(5.93); Alma(5.93); Daley(5.93); Wigg(5.93); Ringo(5.93); Caldwell(5.93); Goebbels(5.93); Stephens(5.93); Croft(5.93); Goebel(5.93); Stacy(5.93); Rand(5.93); Lau(5.93); Ali(5.93); Rain(5.93); Robinson(5.93); Lenn(5.93); Somer(5.93); Gau(5.93); Eno(5.93); Lom(5.93); MacL(5.93); Keller(5.93); Paula(5.93); Farrell(5.93); Abrams(5.93); Kaw(5.93); Vand(5.93); Carell(5.93); Lah(5.93),9.4,6.478,,,,9,proper names,semantic,8,proper names,semantic,3,mixed proper names,mixed
E088,1874,637,receptions(6.85); gubernatorial(6.85); NBA(6.85); touchdown(6.85); AAA(6.85); tackles(6.85); freshman(6.85); tennis(6.85); soccer(6.85); punt(6.85); rugby(6.85); Heavyweight(6.85); touchdowns(6.85); assists(6.85); atorial(6.85); basketball(6.85); Grammy(6.85); victories(6.85); football(6.85); Award(6.69); wins(6.62); tries(6.55); Tag(6.52); finishes(6.52); Grade(6.52); Bowl(6.52); 2004(6.52); rushing(6.48); 1984(6.47); victory(6.47); Memphis(6.43); fixture(6.43); Tournament(6.43); Vancouver(6.43); sprint(6.43); Illinois(6.43); Football(6.43); 1889(6.43); Conference(6.39); try(6.36); 2011(6.35); RF(6.33); catches(6.26); scoring(6.26); 60th(6.26); season(6.23); conference(6.17); 1923(6.11); 1910(6.11); 1974(6.11),18.8,5.955,,,,9,sports/awards,semantic,9,sports terms,semantic,8,sports/competition,semantic
E089,1536,884,prowess(7.13); obia(7.13); discrimination(7.13); installations(7.13); killings(7.13); conferences(7.13); offerings(7.13); opportunities(7.13); appearances(7.13); cies(7.13); items(7.13); experiences(7.13); programs(7.13); values(7.13); improvements(7.13); situations(7.13); speculation(7.13); statements(7.13); crimes(7.13); symbols(7.13); qualities(7.13); veterans(7.13); concerts(6.98); politics(6.91); incidents(6.91); ality(6.81); culture(6.81); onies(6.81); touchdowns(6.75); temples(6.72); composers(6.72); confidence(6.72); activities(6.72); criteria(6.72); portraits(6.72); sanctions(6.72); routines(6.72); terrorism(6.72); methods(6.72); concerns(6.67); problems(6.65); facilities(6.65); monuments(6.62); techniques(6.55); selection(6.55); injuries(6.55); issues(6.49); roles(6.48); things(6.48); hotels(6.45),14.5,6.560,,,,8,abstract nouns,semantic,6,abstract plurals,semantic,5,abstract plural nouns,mixed
E090,729,352,warbler(8.21); Rwanda(8.21); alia(8.21); smallpox(8.21); Texas(8.21); Louisiana(8.21); Russia(8.21); AIDS(7.79); ope(7.79); Ontario(7.79); imprisonment(7.79); Miami(7.79); mercury(7.53); Mozambique(7.47); iles(7.47); Spain(7.33); blacks(7.33); Burma(7.25); France(7.21); cattle(7.21); Malaya(7.21); children(7.09); RAR(7.08); ia(6.98); Britain(6.97); ism(6.94); Asia(6.92); Africa(6.92); Hospital(6.89); Zimbabwe(6.83); ess(6.79); Constitution(6.79); Japan(6.78); India(6.75); Timor(6.70); China(6.70); Indonesia(6.62); America(6.51); 120(6.47); hurricane(6.47); Australia(6.43); Europeans(6.33); Vietnam(6.30); States(6.14); Germany(6.14); ization(5.98); Americans(5.98); 1990(5.89); Mississippi(5.81); Rhodesia(5.75),43.5,5.433,,,,8,geopolitical/health,semantic,7,geopolitical entities,semantic,4,countries/mixed,mixed
E091,1614,259,predominantly(7.06); virtually(7.06); fairly(7.06); merely(7.06); Only(7.06); quite(7.06); roughly(7.06); perhaps(7.06); extremely(7.06); Unlike(7.06); relatively(7.06); possibly(7.06); beyond(7.06); largely(7.06); Among(7.06); almost(7.06); nearly(7.06); approximately(7.06); least(7.06); just(7.06); than(7.06); very(6.98); even(6.92); About(6.80); mostly(6.80); Over(6.77); only(6.76); Just(6.74); Not(6.74); Much(6.74); closely(6.65); partly(6.65); Even(6.65); greatly(6.58); too(6.52); over(6.49); £(6.48); Around(6.48); completely(6.41); less(6.41); Un(6.32); Like(6.32); longer(6.21); about(6.14); really(6.06); equally(5.84); apparently(5.65); below(5.65); above(5.62); non(5.60),55.9,4.387,,,,10,adverbs/quantifiers,syntactic,9,degree adverbs,syntactic,8,degree adverbs,syntactic
E092,2934,77,"lies(6.20); lie(5.46); are(5.31); is(4.87); were(4.75); was(4.52); include(4.51); came(4.43); addition(3.32); been(2.87); originally(2.65); has(2.64); became(2.51); ).(1.69); included(1.67); had(1.46); while(1.41); being(1.24); began(1.14); .""(1.09); [PAD](0.90); .(0.87); also(0.81); be(0.56); would(0.29); they(-0.13); ,(-0.53); as(-0.91); )(-0.92); with(-1.26); of(-2.32)",98.0,1.909,,,,9,linking verbs,syntactic,9,copula verbs,syntactic,5,copula verbs,syntactic
E093,3580,74,"during(5.01); in(4.87); throughout(4.80); across(4.73); within(4.28); into(4.23); from(4.02); In(3.99); of(3.89); as(3.26); at(2.89); form(2.80); around(2.76); on(2.62); through(2.59); near(2.56); under(2.29); northern(2.07); day(2.05); During(2.00); became(2.00); de(1.97); by(1.94); ((1.56); until(1.52); including(1.47); for(1.39); called(1.27); along(1.13); between(0.70); after(0.25); with(-1.87); to(-2.48); ,(-4.03)",98.6,1.993,,,,10,prepositions,syntactic,9,prepositions,syntactic,7,spatial prepositions,syntactic
E094,4561,1404,DOT(5.56); Peak(5.56); Shop(5.56); Metal(5.56); Landing(5.56); mul(5.56); hound(5.56); blade(5.56); AC(5.56); oe(5.56); ona(5.56); Up(5.56); Floor(5.56); IP(5.56); Leader(5.56); zel(5.56); Pod(5.56); wy(5.56); Farm(5.56); nik(5.56); Tree(5.56); itan(5.56); ree(5.56); rible(5.56); elle(5.56); hem(5.56); rine(5.56); horn(5.56); oes(5.56); Anne(5.56); TA(5.56); rome(5.56); HD(5.56); OM(5.56); ET(5.56); EC(5.56); ille(5.56); PC(5.56); OS(5.56); lon(5.56); chalk(5.56); Easy(5.56); psilon(5.56); RA(5.56); iversary(5.47); Mountain(5.45); 3D(5.42); esh(5.42); ique(5.41); 123(5.41),8.1,6.567,,,,5,mixed/unclear,mixed,2,random fragments,mixed,3,random mixed tokens,mixed
E095,60267,18,"'.""(1.84); "").(1.84); '.(1.84); %.(1.84); [PAD](1.84); ).(1.80); "".(1.75); !.(1.67); .""(1.64); .(1.54)",100.0,0.313,,,,10,punctuation,syntactic,10,period punctuation,syntactic,9,sentence-end punctuation,syntactic
E096,2389,609,cassette(6.49); cameo(6.49); mini(6.49); theatrical(6.49); remix(6.49); tenth(6.49); anniversary(6.49); documentary(6.49); solo(6.49); animated(6.49); albums(6.49); soundtrack(6.49); DVD(6.49); same(6.49); guest(6.49); opening(6.41); final(6.41); dance(6.40); previous(6.38); album(6.36); drama(6.33); sequel(6.30); theme(6.30); grossing(6.27); anime(6.27); next(6.26); singles(6.23); signature(6.23); sixth(6.21); video(6.21); debut(6.21); comedy(6.17); last(6.17); vocal(6.17); demo(6.17); fifth(6.13); title(6.13); song(6.09); chorus(6.08); audio(6.08); double(6.08); latter(6.08); chord(6.08); composition(6.08); digital(6.01); seventh(6.01); original(6.00); music(6.00); introduction(5.96); first(5.93),36.8,5.408,,,,10,media/entertainment,semantic,9,music/media,semantic,8,media/entertainment,semantic
E097,2200,375,farther(6.61); Afterwards(6.61); Consequently(6.61); explicitly(6.61); accidentally(6.61); steadily(6.61); openly(6.61); repeatedly(6.61); Originally(6.61); Eventually(6.61); Finally(6.61); suddenly(6.61); publicly(6.61); partly(6.61); temporarily(6.61); briefly(6.61); newly(6.61); widely(6.61); successfully(6.61); rapidly(6.61); slowly(6.61); gradually(6.61); Shortly(6.61); Additionally(6.61); occasionally(6.61); Prior(6.61); formally(6.61); afterwards(6.61); officially(6.61); shortly(6.61); earlier(6.61); initially(6.61); prior(6.61); subsequently(6.61); immediately(6.61); ultimately(6.61); originally(6.61); eventually(6.61); ively(6.61); Meanwhile(6.61); recently(6.61); Further(6.61); soon(6.61); finally(6.61); quickly(6.61); later(6.61); further(6.59); previously(6.55); Later(6.48); Also(6.48),30.5,4.929,,,,10,adverbs,syntactic,9,temporal adverbs,syntactic,9,temporal adverbs,syntactic
E098,3203,1013,previous(6.07); ongoing(6.07); respective(6.07); ultimate(6.07); intermediate(6.07); ensuing(6.07); actic(6.07); entire(6.07); current(6.07); temporary(6.07); subsequent(6.07); astic(6.07); apparent(6.07); existing(6.07); joint(6.07); fictional(6.07); massive(6.07); sized(6.07); vast(6.07); preliminary(6.07); elderly(6.07); extraordinary(6.07); democratic(6.07); interim(6.07); disastrous(6.07); gubernatorial(6.07); new(6.06); original(5.99); final(5.98); permanent(5.93); initial(5.92); former(5.91); actual(5.90); Second(5.89); future(5.88); historic(5.88); overall(5.83); fake(5.81); immediate(5.81); next(5.81); larger(5.78); recent(5.75); powerful(5.75); acre(5.75); second(5.71); traditional(5.66); retreating(5.66); distinct(5.66); perfect(5.66); separate(5.66),19.8,6.076,,,,10,adjectives,syntactic,8,descriptive adjectives,syntactic,7,attributive adjectives,syntactic
E099,2220,62,"including(6.17); —(6.15); ((6.11); ($(6.06); include(5.91); ;(5.58); "";(5.38); (""(5.19); included(4.81); such(4.67); who(4.60); ),(4.09); :(3.95); ,(3.81); There(3.28); They(3.22); there(3.02); "",(2.29); –(2.22); which(2.12); while(1.81); did(1.59); was(1.48); had(1.42); are(0.92); as(0.85); would(0.69); were(0.65); )(0.48); ""(0.40); is(-0.30); and(-1.28)",98.5,2.036,,,,8,conjunctions/punctuation,syntactic,7,inclusion markers,syntactic,5,parenthetical punctuation,syntactic
