expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic,gemini_purity_score,gemini_category_label,gemini_syntactic_or_semantic,codex_purity_score,codex_category_label,codex_syntactic_or_semantic,opus_purity_score,opus_category_label,opus_syntactic_or_semantic
E079,1169,320,fullback(7.53); receptions(7.53); AAA(7.53); tackles(7.53); finishes(7.53); punt(7.53); fixture(7.53); tackle(7.53); touchdowns(7.53); touchdown(7.53); squad(7.53); assists(7.53); victories(7.53); streak(7.53); rushing(7.53); scoring(7.53); football(7.53); tries(7.53); wins(7.30); teams(7.29); yards(7.29); catches(7.26); race(7.25); try(7.22); receiver(7.20); matches(7.19); goal(7.16); rugby(7.11); Tournament(7.11); forwards(7.11); Vikings(7.11); races(7.11); backs(7.11); basketball(7.11); coach(7.11); Conference(7.07); victory(7.00); quarter(7.00); games(6.94); votes(6.94); conference(6.85); team(6.80); play(6.79); Bowl(6.79); carries(6.79); finish(6.65); championship(6.53); player(6.53); class(6.53); score(6.53),40.1,5.092,,,,10,sports,semantic,10,sports,semantic,9,sports/competition,semantic
E080,1713,200,hr(6.97); sch(6.97); amb(6.97); aw(6.97); ok(6.97); ern(6.97); ov(6.97); ho(6.97); ach(6.97); ar(6.97); st(6.97); r(6.97); g(6.97); ch(6.97); om(6.97); ce(6.97); ot(6.97); ak(6.97); ast(6.97); gh(6.97); av(6.97); od(6.97); af(6.97); b(6.97); ad(6.97); str(6.97); z(6.97); ud(6.97); il(6.97); en(6.96); k(6.93); w(6.91); ag(6.90); am(6.89); ig(6.88); e(6.85); lo(6.84); ep(6.80); f(6.78); ong(6.75); u(6.75); ri(6.71); ug(6.71); l(6.71); se(6.67); li(6.65); br(6.65); ld(6.65); oll(6.56); zh(6.56),68.9,4.469,,,,2,word fragments,syntactic,2,subword fragments,syntactic,7,initial consonant clusters,syntactic
E081,1543,394,aller(7.13); pa(7.13); oo(7.13); ya(7.13); ari(7.13); pie(7.13); ction(7.13); orn(7.13); une(7.13); ae(7.13); ment(7.13); ion(7.13); α(7.13); ine(7.13); acy(7.13); ink(7.13); ico(7.13); ov(7.04); ions(7.02); cation(6.93); ow(6.88); ti(6.86); ani(6.86); ong(6.82); ack(6.80); ures(6.80); ty(6.75); ce(6.73); n(6.73); ort(6.71); ices(6.71); care(6.71); na(6.71); ess(6.71); ain(6.71); ancy(6.71); ata(6.67); ance(6.61); y(6.60); ay(6.60); ich(6.54); asylum(6.54); System(6.54); iri(6.54); wa(6.54); ang(6.54); á(6.47); Order(6.39); gy(6.39); ict(6.39),32.1,5.346,,,,3,suffixes/fragments,syntactic,3,subword pieces,syntactic,6,subword fragments,syntactic
E082,2114,365,Regardless(6.67); 1840s(6.67); negatively(6.67); ensued(6.67); likewise(6.67); meanwhile(6.67); Afterwards(6.67); consequently(6.67); 370(6.67); nevertheless(6.67); Consequently(6.67); Nevertheless(6.67); Eventually(6.67); 1915(6.67); Instead(6.67); 1949(6.67); Thus(6.67); however(6.67); though(6.67); thus(6.67); therefore(6.67); so(6.62); once(6.61); However(6.59); 1962(6.50); But(6.49); 1963(6.45); 5(6.44); 1961(6.41); 59(6.41); 1923(6.35); 1919(6.35); 1926(6.35); 1967(6.35); afterwards(6.35); although(6.34); Yet(6.26); 2(6.22); 64(6.21); yet(6.16); 4(6.14); 6(6.11); 67(6.09); 600(6.09); 1964(6.09); 1965(6.02); 1970(5.99); 7(5.96); Indeed(5.93); 800(5.93),41.2,4.931,,,,8,transitions/years,mixed,7,connectors+years,mixed,4,discourse connectors/nums,mixed
E083,3364,764,Township(6.00); Road(6.00); Concert(6.00); perimeter(6.00); seating(6.00); trenches(6.00); Challenge(6.00); Peak(6.00); polis(6.00); Hole(6.00); Landing(6.00); Offensive(6.00); frontier(6.00); Plaza(6.00); cabin(6.00); Movement(6.00); gallery(6.00); Track(6.00); garage(6.00); Strait(6.00); haven(6.00); Places(6.00); ruins(6.00); igo(6.00); airfield(6.00); Range(6.00); Isles(6.00); Canyon(6.00); harbor(6.00); Territory(6.00); Theater(6.00); School(6.00); Rivers(6.00); Somme(6.00); reservation(6.00); MCA(6.00); Churches(6.00); Pyramid(6.00); ia(6.00); ie(6.00); eway(6.00); Festival(6.00); Islands(6.00); peninsula(6.00); icle(6.00); College(6.00); ique(6.00); harbour(6.00); cave(6.00); camps(6.00),10.9,5.938,,,,9,locations/landmarks,semantic,6,location nouns,semantic,5,geographic/location nouns,mixed
E084,3449,71,somebody(5.97); they(5.97); They(5.97); none(5.97); he(5.95); who(5.94); she(5.94); those(5.92); It(5.91); He(5.89); whom(5.81); there(5.80); someone(5.77); She(5.77); Both(5.76); There(5.73); We(5.72); which(5.67); we(5.63); I(5.60); that(5.59); you(5.54); it(5.53); anyone(5.38); consisting(5.38); You(5.29); others(5.27); where(4.57); what(4.17); whether(3.97); people(3.64); )(3.63); both(3.40); if(2.03); would(0.47); while(0.44),98.7,2.793,,,,9,pronouns/people,syntactic,9,pronouns,syntactic,7,subject pronouns,syntactic
E085,1843,523,bodyguard(6.87); vassal(6.87); mascot(6.87); murderer(6.87); mentor(6.87); memoirs(6.87); assassin(6.87); defendant(6.87); nominee(6.87); wrestler(6.87); activist(6.87); supporter(6.87); receiver(6.87); cook(6.87); ancestors(6.87); Democrat(6.87); guitarist(6.87); citizen(6.87); musician(6.87); guy(6.87); predecessor(6.87); referee(6.87); CEO(6.87); worker(6.87); nickname(6.87); attorney(6.87); secretary(6.87); songwriter(6.87); ruler(6.87); destroyer(6.87); Officer(6.87); killer(6.87); soldier(6.87); expert(6.87); owners(6.87); sequel(6.87); winner(6.87); journalist(6.87); engineer(6.87); authors(6.87); designer(6.87); driver(6.87); founder(6.87); professor(6.87); emperor(6.87); mayor(6.87); opponent(6.87); boss(6.87); singer(6.87); letter(6.87),13.6,5.648,,,,10,occupations/roles,semantic,9,roles/occupations,semantic,8,person roles/occupations,semantic
E086,2029,536,Beckham(6.73); Rudd(6.73); Slater(6.73); Ethiopia(6.73); Ewing(6.73); Rwanda(6.73); Stephens(6.73); Goebbels(6.73); Goebel(6.73); Walters(6.73); Murdoch(6.73); Abrams(6.73); Wigg(6.73); Daley(6.73); Lindsay(6.73); Clayton(6.73); Dickinson(6.73); Carell(6.73); Farrell(6.73); Baden(6.73); VanDerWerff(6.73); Sutherland(6.73); Abyss(6.73); Eno(6.73); Benson(6.73); Cruise(6.73); Voor(6.73); Rowling(6.73); Thanhouser(6.73); Carnegie(6.73); Rodriguez(6.73); Weaver(6.73); abe(6.73); Bangladesh(6.73); Pearson(6.73); Price(6.73); Pierce(6.73); SpongeBob(6.73); Krusty(6.73); Greene(6.73); Lambert(6.73); Slayer(6.73); Matthews(6.73); Bono(6.73); Bryant(6.73); Rodgers(6.73); Brown(6.73); Smith(6.73); Jackson(6.73); Harrison(6.73),16.3,5.473,,,,9,proper names,semantic,9,proper names,semantic,6,surnames,semantic
E087,3209,675,warbler(6.07); rabbits(6.07); capsule(6.07); athi(6.07); Mongols(6.07); rower(6.07); deities(6.07); blade(6.07); Slayer(6.07); defendant(6.07); aguar(6.07); treasure(6.07); Rowling(6.07); religions(6.07); DOT(6.07); AIF(6.07); missile(6.07); helicopters(6.07); tongue(6.07); Holocaust(6.07); idium(6.07); inja(6.07); ensis(6.07); Allies(6.07); agger(6.07); kingdom(6.07); Russia(6.07); Norway(6.07); religion(6.07); Israel(6.07); colony(6.07); temple(6.07); Files(6.07); cannon(6.07); Roosevelt(6.07); Australians(6.07); altar(6.07); orchestra(6.07); Symphony(6.07); Scientology(6.07); Orchestra(6.07); navy(6.07); helicopter(6.07); society(6.07); battleship(6.07); planet(6.07); ship(6.07); India(6.07); III(6.07); singer(6.07),16.1,5.582,,,,5,mixed nouns,semantic,2,mixed topics,mixed,2,random mixed nouns,mixed
E088,3510,35,The(5.65); the(3.76); a(2.61); an(2.30); former(2.16); both(1.89); part(1.81); first(1.77); British(0.92); only(0.84); New(0.58); one(0.26); their(-0.70),99.3,1.085,,,,7,determiners,syntactic,6,articles/determiners,syntactic,4,articles/determiners,syntactic
E089,3360,964,songs(6.00); hunters(6.00); suspects(6.00); minds(6.00); somebody(6.00); commercials(6.00); players(6.00); ators(6.00); critics(6.00); staff(6.00); students(6.00); tracks(6.00); aries(6.00); fans(6.00); problems(6.00); viewers(6.00); records(6.00); fees(6.00); chains(6.00); crowds(6.00); buses(6.00); observers(6.00); transports(6.00); Reviewers(6.00); results(6.00); actors(6.00); singles(6.00); reports(6.00); workers(6.00); committee(6.00); vehicles(6.00); trains(6.00); rules(6.00); designs(6.00); items(6.00); details(6.00); objects(6.00); engineers(6.00); speculation(6.00); agencies(6.00); opinions(6.00); charges(6.00); supporters(6.00); enemies(6.00); clubs(6.00); materials(6.00); injuries(6.00); anyone(6.00); offices(6.00); visitors(6.00),10.8,6.116,,,,9,plural nouns,semantic,7,plural nouns,syntactic,5,plural nouns,syntactic
E090,1412,64,comprised(7.25); comprising(7.25); plus(7.25); involving(7.25); consisting(7.25); containing(7.25); alongside(7.25); contained(7.25); contain(7.25); includes(7.25); contains(7.25); with(7.25); featuring(7.25); With(7.11); included(7.08); consisted(7.02); lacked(6.84); features(6.75); featured(6.75); offers(6.67); include(6.64); carrying(6.48); without(5.97); giving(5.17); behind(4.98); provide(4.67); including(4.57); using(4.49); saw(4.12); against(4.05); along(3.93); involved(3.45); by(3.31); into(2.86); have(2.68); has(2.61); while(2.47); had(2.07); for(0.52); as(-0.34); of(-2.14),97.9,2.005,,,,10,composition/inclusion,semantic,9,inclusion phrases,syntactic,7,containment/composition,syntactic
E091,2508,468,civilians(6.42); citizen(6.42); natives(6.42); demographic(6.42); census(6.42); refugees(6.42); tourists(6.42); whites(6.42); boys(6.42); adults(6.42); colony(6.42); audiences(6.42); colonies(6.42); inhabitants(6.42); households(6.42); civilian(6.42); territories(6.42); Indians(6.42); streets(6.42); territory(6.42); economy(6.42); stadium(6.42); NBA(6.42); people(6.42); island(6.42); population(6.42); women(6.42); country(6.42); town(6.42); language(6.42); audience(6.42); nation(6.42); culture(6.42); industry(6.42); residents(6.42); towns(6.42); ethnic(6.42); Sudan(6.42); Europeans(6.42); parish(6.42); populations(6.42); religion(6.42); kingdom(6.42); crowd(6.42); district(6.42); individuals(6.42); environment(6.42); cities(6.42); viewers(6.42); village(6.42),21.7,5.244,,,,10,population/society,semantic,9,demography,semantic,7,population/community,semantic
E092,1988,779,southbound(6.76); shear(6.76); distant(6.76); trapping(6.76); undivided(6.76); starboard(6.76); olate(6.76); therly(6.76); backstage(6.76); elderly(6.76); northbound(6.76); residential(6.76); sized(6.76); sible(6.76); operational(6.76); primitive(6.76); believable(6.76); diameter(6.76); vertical(6.76); Township(6.71); complex(6.68); daily(6.54); shaped(6.54); wooden(6.50); median(6.50); eastward(6.44); Championship(6.42); velocity(6.35); expensive(6.35); overland(6.35); gency(6.35); ying(6.35); alone(6.30); ized(6.30); inch(6.27); mobile(6.27); champion(6.27); owned(6.27); volcanic(6.27); lane(6.25); radius(6.18); atory(6.18); ranking(6.18); protected(6.18); brown(6.11); annual(6.05); olds(6.02); intermediate(6.02); resolved(6.02); ization(5.95),15.7,5.612,,,,6,technical/descriptive,semantic,4,mixed adjectives,mixed,4,mixed adjectives/subwords,mixed
E093,1758,26,":(5.65); &(5.48); but(5.43); /(5.41); and(5.23); or(5.11); ;(4.57); –(3.41); ((2.06); while(1.41); ,(1.30); .(1.09); ""(-1.03)",99.1,1.411,,,,10,punctuation/conjunctions,syntactic,9,conjunction symbols,syntactic,6,punctuation/conjunctions,syntactic
E094,663,36,"despite(8.34); after(8.34); After(8.34); without(8.19); Following(8.18); versus(7.93); until(7.88); till(7.61); before(7.61); Upon(7.54); following(7.08); Despite(6.86); since(6.51); than(3.82); about(3.54); under(3.13); for(2.86); by(0.59); from(0.58); in(0.09); and(-0.73); the(-1.61); ,(-2.82)",97.3,2.484,,,,10,temporal/logical,syntactic,10,prepositions,syntactic,7,temporal prepositions,syntactic
E095,3266,16,the(4.47); The(3.40); both(1.67); un(1.24); only(0.53); its(-0.38); their(-0.60); s(-1.12); '(-2.31),99.7,0.343,,,,4,determiners,syntactic,5,articles/determiners,syntactic,4,articles/determiners,syntactic
E096,319,48,beneath(9.40); Under(9.40); under(9.40); outside(7.89); above(7.47); assigned(6.98); sub(6.46); due(6.36); At(5.94); W(5.91); its(3.72); one(3.72); over(3.67); by(2.81); the(2.78); In(2.55); a(1.07); was(0.34),89.7,2.372,,,,9,spatial prepositions,syntactic,8,spatial preps,syntactic,6,position prepositions,syntactic
E097,2253,289,pa(6.58); ju(6.58); heavily(6.58); sn(6.58); newly(6.58); sou(6.58); har(6.58); inv(6.58); spr(6.58); tele(6.58); ho(6.58); ir(6.58); un(6.58); ac(6.58); j(6.58); c(6.58); f(6.58); tr(6.58); ex(6.58); ear(6.58); af(6.58); sc(6.58); dis(6.58); gr(6.58); pr(6.58); fore(6.58); inter(6.58); bu(6.58); ind(6.58); dr(6.58); sub(6.58); sur(6.58); gu(6.58); trans(6.58); mis(6.58); def(6.58); ref(6.58); ab(6.58); sh(6.58); ap(6.58); con(6.58); pro(6.58); cl(6.58); st(6.54); im(6.52); w(6.52); en(6.48); op(6.48); highly(6.44); pl(6.44),36.0,4.930,,,,4,prefixes,syntactic,3,prefix fragments,syntactic,7,word prefixes,syntactic
E098,2582,390,1840s(6.38); 1797(6.38); 1796(6.38); 1798(6.38); 1799(6.38); 1804(6.38); 1819(6.38); 1832(6.38); 1884(6.38); 1860(6.38); 1880s(6.38); 1889(6.38); 1890(6.38); 1899(6.38); 1885(6.38); 1888(6.38); 1870(6.38); 1892(6.38); 1894(6.38); 1901(6.38); 1903(6.38); 1906(6.38); 1893(6.38); 1909(6.38); 1908(6.38); 1907(6.38); 1904(6.38); 1975(6.38); 1976(6.38); 1974(6.38); 1917(6.38); 1923(6.38); 1920s(6.38); 1925(6.38); 1928(6.38); 1911(6.38); 1929(6.38); 1932(6.38); 1934(6.38); 1927(6.38); 1926(6.38); 1913(6.38); 1900(6.38); 1947(6.38); 1949(6.38); 1951(6.38); 1935(6.38); 1952(6.38); 1933(6.38); 1959(6.38),10.8,5.216,,,,10,years,syntactic,10,years/numbers,syntactic,10,years/dates,syntactic
E099,1302,49,"($(7.37); .'(7.37); (""(7.37); ?(7.37); ‘(7.37); !(7.37); ′(7.22); ...(7.05); !.(7.01); [...](6.05); HMS(5.91); ;(5.89); ).(5.18); :(5.18); ((4.77); During(4.46); .(4.44); [(4.42); ""(3.54); /(3.39); .""(2.94); "".(2.49); 000(2.35); ,(1.15)",97.5,1.950,,,,8,punctuation/symbols,syntactic,9,punctuation,syntactic,5,punctuation/symbols,syntactic
